PMID,Title,Authors,Journal,Year,DOI,PMC_ID,Free_PMC,PDF_Downloaded,PDF_Filename
34972191,Transcriptomic profiling of adjuvant colorectal cancer identifies three key prognostic biological processes and a disease specific role for granzyme B.,Daemen Anneleen; Udyavar Akshata R; Sandmann Thomas; Li Congfen; Bosch Linda J W; O'Gorman William; Li Yijin; Au-Yeung Amelia; Takahashi Chikara; Kabbarah Omar; Bourgon Richard; Hegde Priti; Bais Carlos; Das Thakur Meghna,PloS one,2021,10.1371/journal.pone.0262198,PMC8719661,Yes,Yes,PMID_34972191.pdf
31686753,Prognostic Value of HER-2/neu Gene Amplification in Epithelial Ovarian Carcinoma.,Pankaj Sangeeta; Kumari Jaya; Choudhary Vijayanand; Kumari Anita; Kumari Simi; Kumari Anjili; Nazneen Syed; Madhawi Richa; Kumar Shishir,Journal of obstetrics and gynaecology of India,2019,10.1007/s13224-018-1186-5,PMC6801266,Yes,Yes,PMID_31686753.pdf
36319985,Prognostic value of combined MTV and ADC derived from baseline FDG PET/MRI in aggressive non-Hodgkins lymphoma.,Husby Trine; Johansen Håkon; Bogsrud Trond Velde; Hustad Kari Vekseth; Evensen Birte Veslemøy; Boellaard Ronald; Giskeødegård Guro F; Fagerli Unn-Merete; Eikenes Live,BMC cancer,2022,10.1186/s12885-022-10194-2,PMC9623965,Yes,Yes,PMID_36319985.pdf
35770523,Natural killer cell activity as a biomarker for the diagnosis of lung cancer in high-risk patients.,Borg Morten; Wen Sara Witting Christensen; Hansen Torben Frøstrup; Jakobsen Anders; Andersen Rikke Fredslund; Hilberg Ole; Weinreich Ulla Møller; Nederby Line,The Journal of international medical research,2022,10.1177/03000605221108924,PMC9251988,Yes,Yes,PMID_35770523.pdf
23735943,Biomarker discordance: prospective and retrospective evidence that biopsy of recurrent disease is of clinical utility.,Moussa Osama; Purdie Colin; Vinnicombe Sarah; Thompson Alastair M,Cancer biomarkers : section A of Disease markers,2012,10.3233/CBM-130314,,No,No,
22253921,Identification of miRNA-103 in the cellular fraction of human peripheral blood as a potential biomarker for malignant mesothelioma--a pilot study.,Weber Daniel G; Johnen Georg; Bryk Oleksandr; Jöckel Karl-Heinz; Brüning Thomas,PloS one,2012,10.1371/journal.pone.0030221,PMC3256226,Yes,Yes,PMID_22253921.pdf
28049011,"FGFR3, TERT and OTX1 as a Urinary Biomarker Combination for Surveillance of Patients with Bladder Cancer in a Large Prospective Multicenter Study.",Beukers Willemien; van der Keur Kirstin A; Kandimalla Raju; Vergouwe Yvonne; Steyerberg Ewout W; Boormans Joost L; Jensen Jorgen B; Lorente José A; Real Francisco X; Segersten Ulrike; Orntoft Torben F; Malats Nuria; Malmström Per-Uno; Dyrskjot Lars; Zwarthoff Ellen C,The Journal of urology,2017,10.1016/j.juro.2016.12.096,,No,No,
28406844,"The Role of HE4, a Novel Biomarker, in Predicting Optimal Cytoreduction After Neoadjuvant Chemotherapy in Advanced Ovarian Cancer.",Plotti Francesco; Scaletta Giuseppe; Capriglione Stella; Montera Roberto; Luvero Daniela; Lopez Salvatore; Gatti Alessandra; De Cicco Nardone Carlo; Terranova Corrado; Angioli Roberto,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,2017,10.1097/IGC.0000000000000944,,No,No,
40853762,"Assessing PD-L1 expression in non-small cell lung carcinoma: a prospective study of matched fine-needle aspirates, core biopsies, and resection specimens using alcohol and forming fixatives.",Haragan Alexander; Kipling Natalie; Shackcloth Michael; Gosney John R; Davies Michael P; Field John K,The journal of pathology. Clinical research,2025,10.1002/2056-4538.70041,PMC12377403,Yes,Yes,PMID_40853762.pdf
26718916,Overexpression of TMOD1 is associated with enhanced regional lymph node metastasis in human oral cancer.,Suzuki Toshikazu; Kasamatsu Atsushi; Miyamoto Isao; Saito Tomoaki; Higo Morihiro; Endo-Sakamoto Yosuke; Shiiba Masashi; Tanzawa Hideki; Uzawa Katsuhiro,International journal of oncology,2016,10.3892/ijo.2015.3305,,No,Yes,PMID_26718916.pdf
32039004,Pilot Study to Establish a Novel Five-Gene Biomarker Panel for Predicting Lymph Node Metastasis in Patients With Early Stage Endometrial Cancer.,Huang Chia-Yen; Liao Kuang-Wen; Chou Chih-Hung; Shrestha Sirjana; Yang Chi-Dung; Chiew Men-Yee; Huang Hsin-Tzu; Hong Hsiao-Chin; Huang Shih-Hung; Chang Tzu-Hao; Huang Hsien-Da,Frontiers in oncology,2019,10.3389/fonc.2019.01508,PMC6985442,Yes,Yes,PMID_32039004.pdf
36356847,Autoantibody panel on small extracellular vesicles for the early detection of lung cancer.,Hua Yan; Dai Chunyang; He Qing; Cai Xueqin; Li Ming,"Clinical immunology (Orlando, Fla.)",2022,10.1016/j.clim.2022.109175,,No,No,
33098030,Clinical efficacy of an antibody-based detection system for human papilloma virus infection in oral squamous cell carcinoma.,Blatt Sebastian; Pabst Andreas; Zimmer Stefanie; Walter Christian; Al-Nawas Bilal; Krüger Maximilian,Clinical oral investigations,2021,10.1007/s00784-020-03601-0,PMC8060226,Yes,Yes,PMID_33098030.pdf
28583312,Prognostic Impact of a 12-gene Progression Score in Non-muscle-invasive Bladder Cancer: A Prospective Multicentre Validation Study.,Dyrskjøt Lars; Reinert Thomas; Algaba Ferran; Christensen Emil; Nieboer Daan; Hermann Gregers G; Mogensen Karin; Beukers Willemien; Marquez Mirari; Segersten Ulrika; Høyer Søren; Ulhøi Benedicte P; Hartmann Arndt; Stöhr Robert; Wach Sven; Nawroth Roman; Schwamborn Kristina; Tulic Cane; Simic Tatjana; Junker Kerstin; Harving Niels; Petersen Astrid C; Jensen Jørgen B; Keck Bastian; Grimm Marc-Oliver; Horstmann Marcus; Maurer Tobias; Steyerberg Ewout W; Zwarthoff Ellen C; Real Francisco X; Malats Núria; Malmström Per-Uno; Ørntoft Torben F,European urology,2017,10.1016/j.eururo.2017.05.040,,No,No,
41682784,Optical Coherence Tomography for Invasive Oral Squamous Cell Carcinoma: Diagnostic Accuracy and Grade- and Subsite-Associated Imaging Features.,Jerjes Waseem; Hamdoon Zaid; Rashed Dara; Hopper Colin,Journal of clinical medicine,2026,10.3390/jcm15031102,PMC12898315,Yes,Yes,PMID_41682784.pdf
37174944,Evaluation of the RDW Index (Red Cell Distribution Width) in Women with Breast Cancer Treated with Doxorubicin in a One-Year Follow-Up Study.,Simões Ricardo; Ferreira Amanda Cambraia; Silva Luciana Maria; Sabino Adriano de Paula; Carvalho Maria das Graças; Gomes Karina Braga,"Diagnostics (Basel, Switzerland)",2023,10.3390/diagnostics13091552,PMC10177911,Yes,Yes,PMID_37174944.pdf
11045792,Novel translational model for breast cancer chemoprevention study: accrual to a presurgical intervention with tamoxifen and N-[4-hydroxyphenyl] retinamide.,Singletary E; Lieberman R; Atkinson N; Sneige N; Sahin A; Tolley S; Colchin M; Bevers T; Stelling C; Fornage B; Fritsche H; Hittelman W; Kelloff G; Lippman S M,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",2000,,,No,No,
38366021,"EORTC-SPECTA Arcagen study, comprehensive genomic profiling and treatment adaptation of rare thoracic cancers.",Tagliamento Marco; Morfouace Marie; Loizides Charalambos; Oliveira Julio; Greillier Laurent; Raimbourg Judith; Toffart Anne-Claire; Chatellier Thierry; Cloarec Nicolas; Sullivan Ivana; Brasiuniene Birute; Duruisseaux Michael; Oselin Kersti; Robert Marie-Sophie; Fernandes Carolina; Poncin Arnaud; Blay Jean-Yves; Besse Benjamin; Girard Nicolas,NPJ precision oncology,2024,10.1038/s41698-024-00518-9,PMC10873296,Yes,Yes,PMID_38366021.pdf
40572034,Circulating Cell-Free DNA Concentration as a Biomarker in Head and Neck Cancer.,Rodríguez-Ces Ana María; Rapado-González Óscar; Aguín-Losada Santiago; Formoso-García Inés; López-Cedrún José Luís; Triana-Martínez Gabriel; López-López Rafael; Suárez-Cunqueiro María Mercedes,Oral diseases,2025,10.1111/odi.70002,,No,No,
30524639,Role of Diffusion-Weighted Magnetic Resonance Imaging (DWMRI) in Assessment of Primary Penile Tumor Characteristics and Its Correlations With Inguinal Lymph Node Metastasis: A Prospective Study.,Barua Sasanka Kumar; Kaman Pranab K; Baruah Saumar Jyoti; T P Rajeev; Bagchi Puskal K; Sarma Debanga; Singh Yashasvi,World journal of oncology,2018,10.14740/wjon1138w,PMC6279457,Yes,Yes,PMID_30524639.pdf
36984892,Oxylipins as Biomarkers for Aromatase Inhibitor-Induced Arthralgia (AIA) in Breast Cancer Patients.,Martinez Jessica A; Wertheim Betsy C; Roe Denise J; Taljanovic Mihra S; Chow H-H Sherry; Chew Wade; Ehsani Sima; Jiralerspong Sao; Segar Jennifer; Chalasani Pavani,Metabolites,2023,10.3390/metabo13030452,PMC10052117,Yes,Yes,PMID_36984892.pdf
18064485,Serum levels of interleukin-1 receptor antagonist (IL-1ra) in thyroid cancer patients.,Niedźwiecki Sebastian; Stepień Tomasz; Kuzdak Krzysztof; Stepień Henryk; Krupiński Roman; Seehofer Daniel; Rayes Nada; Ulrich Frank,Langenbeck's archives of surgery,2008,10.1007/s00423-007-0251-9,,No,No,
36893880,Do PHI and PHI density improve detection of clinically significant prostate cancer only in the PSA gray zone?,Rius Bilbao Leire; Valladares Gomez Carmen; Aguirre Larracoechea Urko; Pereira Arias Jose Gregorio; Arredondo Calvo Pablo; Urdaneta Salegui Luis Felipe; Escobal Tamayo Victor; Sanz Jaka Juan Pablo; Recio Ayesa Adrian; Mar Medina Javier; Mar Medina Carmen,Clinica chimica acta; international journal of clinical chemistry,2023,10.1016/j.cca.2023.117270,,No,No,
22239988,"Urinary excretion of 8-oxo-7,8-dihydroguanine as biomarker of oxidative damage to DNA.",Loft Steffen; Danielsen Pernille; Løhr Mille; Jantzen Kim; Hemmingsen Jette G; Roursgaard Martin; Karotki Dorina Gabriela; Møller Peter,Archives of biochemistry and biophysics,2012,10.1016/j.abb.2011.12.026,,No,No,
20491774,Plasma concentrations of VCAM-1 and PAI-1: a predictive biomarker for post-operative recurrence in colorectal cancer.,Yamada Yasuhide; Arao Tokuzo; Matsumoto Kazuko; Gupta Vinita; Tan Woei; Fedynyshyn Joe; Nakajima Takako E; Shimada Yasuhiro; Hamaguchi Tetsuya; Kato Ken; Taniguchi Hirokazu; Saito Yutaka; Matsuda Takahisa; Moriya Yoshihiro; Akasu Takayuki; Fujita Shin; Yamamoto Seiichiro; Nishio Kazuto,Cancer science,2010,10.1111/j.1349-7006.2010.01595.x,PMC11158901,Yes,Yes,PMID_20491774.pdf
37029200,Tumour infiltrating lymphocytes and survival after adjuvant chemotherapy in patients with gastric cancer: post-hoc analysis of the CLASSIC trial.,Liu Drolaiz H W; Kim Young-Woo; Sefcovicova Nina; Laye Jon P; Hewitt Lindsay C; Irvine Andrew F; Vromen Vincent; Janssen Yannick; Davarzani Naser; Fazzi Gregorio E; Jolani Shahab; Melotte Veerle; Magee Derek R; Kook Myeong-Cherl; Kim Hyunki; Langer Rupert; Cheong Jae-Ho; Grabsch Heike I,British journal of cancer,2023,10.1038/s41416-023-02257-3,PMC10241786,Yes,Yes,PMID_37029200.pdf
41157276,miR-129 as a Molecular Biomarker in Gastric Cancer and Its Association with Neurodegenerative and Vascular Pathology.,Birsan Sabrina; Boicean Adrian-Gheorghe; Anderco Paula; Ichim Cristian; Todor Samuel Bogdan; Iulian Roman; Grama Blanca; Stîngaciu Anca-Rafila; Brusnic Olga; Ilias Tiberia; Roman-Filip Corina,"Life (Basel, Switzerland)",2025,10.3390/life15101603,PMC12565655,Yes,Yes,PMID_41157276.pdf
36977323,Effectiveness for Diagnosis of Malignancy of Bile Pyruvate Kinase M2 in Patients with Indeterminate Biliary Stricture.,Aguilar Olivos Nancy Edith; Oria-Hernández Jesús; Briones Nicole Somerville; Téllez Ávila Félix Ignacio,"Surgical laparoscopy, endoscopy & percutaneous techniques",2023,10.1097/SLE.0000000000001158,,No,No,
34206321,Detection of Hepatocellular Carcinoma in a High-Risk Population by a Mass Spectrometry-Based Test.,Mahalingam Devalingam; Chelis Leonidas; Nizamuddin Imran; Lee Sunyoung S; Kakolyris Stylianos; Halff Glenn; Washburn Ken; Attwood Kristopher; Fahad Ibnshamsah; Grigorieva Julia; Asmellash Senait; Meyer Krista; Oliveira Carlos; Roder Heinrich; Roder Joanna; Iyer Renuka,Cancers,2021,10.3390/cancers13133109,PMC8268628,Yes,Yes,PMID_34206321.pdf
29533009,Albumin-to-fibrinogen ratio as a promising biomarker to predict clinical outcome of non-small cell lung cancer individuals.,Li Shu-Qi; Jiang Yu-Huan; Lin Jin; Zhang Jing; Sun Fan; Gao Qiu-Fang; Zhang Lei; Chen Qing-Gen; Wang Xiao-Zhong; Ying Hou-Qun,Cancer medicine,2018,10.1002/cam4.1428,PMC5911606,Yes,Yes,PMID_29533009.pdf
40961458,The value of plasma presepsin as a diagnostic and prognostic biomarker for febrile neutropenia in children.,Liang Jianbo; Luo Jinmei; Li Gen; Li Laisheng; Wu Juehui,Annals of medicine,2025,10.1080/07853890.2025.2561224,PMC12444927,Yes,Yes,PMID_40961458.pdf
15860356,Association between the stages of cervical cancer and chromosome 1 aneusomy.,Cortés-Gutiérrez Elva I; Dávila-Rodríguez Martha I; Muraira-Rodríguez Marycarmen; Said-Fernández Salvador; Cerda-Flores Ricardo M,Cancer genetics and cytogenetics,2005,10.1016/j.cancergencyto.2004.10.001,,No,No,
31156344,Soluble sPD-L1 and Serum Amyloid A1 as Potential Biomarkers for Lung Cancer.,Jovanović Dragana; Roksandić-Milenković Marina; Kotur-Stevuljević Jelena; Ćeriman Vesna; Vukanić Ivana; Samardžić Natalija; Popević Spasoje; Ilić Branislav; Gajić Milija; Simon Marioara; Simon Ioan; Spasojević-Kalimanovska Vesna; Belić Milica; Mirkov Damjan; Šumarac Zorica; Milenković Vladislav,Journal of medical biochemistry,2019,10.2478/jomb-2018-0036,PMC6534957,Yes,Yes,PMID_31156344.pdf
24402378,Inventory of economic evaluation of head and neck oncology from the German perspective.,Kurzweg Thiemo; Knecht R,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,2014,10.1007/s00405-013-2878-1,,No,No,
31307428,Circulating T cell subsets are associated with clinical outcome of anti-VEGF-based 1st-line treatment of metastatic colorectal cancer patients: a prospective study with focus on primary tumor sidedness.,Bencsikova Beatrix; Budinska Eva; Selingerova Iveta; Pilatova Katerina; Fedorova Lenka; Greplova Kristina; Nenutil Rudolf; Valik Dalibor; Obermannova Radka; Sheard Michael A; Zdrazilova-Dubska Lenka,BMC cancer,2019,10.1186/s12885-019-5909-5,PMC6631500,Yes,Yes,PMID_31307428.pdf
38540316,Gut Microbiota Signatures with Potential Clinical Usefulness in Colorectal and Non-Small Cell Lung Cancers.,Tesolato Sofía; Vicente-Valor Juan; Paz-Cabezas Mateo; Gómez-Garre Dulcenombre; Sánchez-González Silvia; Ortega-Hernández Adriana; de la Serna Sofía; Domínguez-Serrano Inmaculada; Dziakova Jana; Rivera Daniel; Jarabo Jose-Ramón; Gómez-Martínez Ana-María; Hernando Florentino; Torres Antonio; Iniesta Pilar,Biomedicines,2024,10.3390/biomedicines12030703,PMC10967942,Yes,Yes,PMID_38540316.pdf
35740311,Prognostic Implications of Portal Venous Circulating Tumor Cells in Resectable Pancreatic Cancer.,Choi Young Hoon; Hong Tae Ho; Yoon Seung Bae; Lee In Seok; Lee Myung Ah; Choi Ho Joong; Choi Moon Hyung; Jung Eun Sun,Biomedicines,2022,10.3390/biomedicines10061289,PMC9219704,Yes,Yes,PMID_35740311.pdf
38391165,"The mRNA of solute carrier family 22, member 17 (SLC22A17) plays the potential diagnostic and prognostic role in advantage non-small cell lung cancer patients.",Qin Wenwen; Ding Cuimin; Peng Fei; Wang Ping,Annales de biologie clinique,2024,10.1684/abc.2023.1861,,No,Yes,PMID_38391165.pdf
29199717,Tumor characteristics and metabolic quantification in carcinoma breast: An institutional experience.,Dubey I P; Jain A; Chauhan M S; Kumar R; Agarwal S; Kishore B; Vishnoi M G; Paliwal D; John A R; Kumar N; Sharma A; Pandit A G,Indian journal of cancer,2017,10.4103/ijc.IJC_121_17,,No,No,
22911366,High expression of patched homolog-1 messenger RNA and glioma-associated oncogene-1 messenger RNA of sonic hedgehog signaling pathway indicates a risk of postresection recurrence of hepatocellular carcinoma.,Jeng Kuo-Shyang; Sheen I-Shyan; Jeng Wen-Juei; Lin Chien-Chu; Lin Chien-Kuan; Su Jui-Chih; Yu Ming-Che; Fang Hsin-Yi,Annals of surgical oncology,2013,10.1245/s10434-012-2593-y,,No,No,
14572583,Prospective evaluation of fecal calprotectin as a screening biomarker for colorectal neoplasia.,Limburg Paul J; Devens Mary E; Harrington Jonathan J; Diehl Nancy N; Mahoney Douglas W; Ahlquist David A,The American journal of gastroenterology,2003,10.1111/j.1572-0241.2003.07630.x,,No,No,
39273528,Upregulation of Insulin-like Growth Factor-I in Response to Chemotherapy in Children with Acute Lymphoblastic Leukemia.,Kocadag Helin Berna; Weischendorff Sarah; De Pietri Silvia; Nielsen Claus Henrik; Rathe Mathias; Als-Nielsen Bodil; Hasle Henrik; Juul Anders; Müller Klaus; Sørum Maria Ebbesen,International journal of molecular sciences,2024,10.3390/ijms25179582,PMC11394967,Yes,Yes,PMID_39273528.pdf
26039581,Identification of a Circulating MicroRNA Profile as a Biomarker of Metastatic Cutaneous Melanoma.,Armand-Labit Virginie; Meyer Nicolas; Casanova Anne; Bonnabau Henri; Platzer Valérie; Tournier Emilie; Sansas Benoît; Verdun Stéphane; Thouvenot Benoit; Hilselberger Benoit; Doncescu Andrei; Lamant Laurence; Lacroix-Triki Magali; Favre Gilles; Pradines Anne,Acta dermato-venereologica,2016,10.2340/00015555-2156,,No,Yes,PMID_26039581.pdf
31066966,Plasma-free amino acid profiles in dogs with hepatocellular carcinoma.,Leela-Arporn Rommaneeya; Ohta Hiroshi; Tamura Masahiro; Nagata Noriyuki; Sasaoka Kazuyoshi; Dermlim Angkhana; Nisa Khoirun; Osuga Tatsuyuki; Morishita Keitaro; Sasaki Noboru; Takiguchi Mitsuyoshi,Journal of veterinary internal medicine,2019,10.1111/jvim.15512,PMC6639499,Yes,Yes,PMID_31066966.pdf
32587591,Dynamics of Serum Tumor Markers Can Serve as a Prognostic Biomarker for Chinese Advanced Non-small Cell Lung Cancer Patients Treated With Immune Checkpoint Inhibitors.,Zhang Zhibo; Yuan Fang; Chen Runzhe; Li Ye; Ma Junxun; Yan Xiang; Wang Lijie; Zhang Fan; Tao Haitao; Guo Dong; Huang Zhiyue; Zhang Sujie; Li Xiaoyan; Zhi Xiaoyu; Ge Xiangwei; Hu Yi; Wang Jinliang,Frontiers in immunology,2020,10.3389/fimmu.2020.01173,PMC7298878,Yes,Yes,PMID_32587591.pdf
22076478,A short-term biomarker modulation study of simvastatin in women at increased risk of a new breast cancer.,Higgins Michaela J; Prowell Tatiana M; Blackford Amanda L; Byrne Celia; Khouri Nagi F; Slater Shannon A; Jeter Stacie C; Armstrong Deborah K; Davidson Nancy E; Emens Leisha A; Fetting John H; Powers Pendleton P; Wolff Antonio C; Green Hannah; Thibert Jacklyn N; Rae James M; Folkerd Elizabeth; Dowsett Mitchell; Blumenthal Roger S; Garber Judy E; Stearns Vered,Breast cancer research and treatment,2012,10.1007/s10549-011-1858-7,PMC3536477,Yes,Yes,PMID_22076478.pdf
23485510,Methylation of a novel panel of tumor suppressor genes in urine moves forward noninvasive diagnosis and prognosis of bladder cancer: a 2-center prospective study.,García-Baquero Rodrigo; Puerta Patricia; Beltran Manuel; Alvarez Miguel; Sacristan Raquel; Alvarez-Ossorio Jose Luis; Sánchez-Carbayo Marta,The Journal of urology,2013,10.1016/j.juro.2013.01.105,,No,No,
39840661,Plasma glucagon-like peptide-2 in cats with chronic enteropathies.,Jugan Maria C; Plattner Brandon L; Ford Alexandra K; Freilich Leah; Bieberly Zackery; Schermerhorn Thomas,Journal of feline medicine and surgery,2025,10.1177/1098612X241305923,PMC11755514,Yes,Yes,PMID_39840661.pdf
38083992,Postoperative recurrence detection using individualized circulating tumor DNA in upper tract urothelial carcinoma.,Tamura Daichi; Abe Masakazu; Hiraki Hayato; Sasaki Noriyuki; Yashima-Abo Akiko; Ikarashi Daiki; Kato Renpei; Kato Yoichiro; Maekawa Shigekatsu; Kanehira Mitsugu; Takata Ryo; Maejima Kazuhiro; Sasagawa Shota; Fujita Masashi; Suzuki Yutaka; Nakagawa Hidewaki; Iwaya Takeshi; Nishizuka Satoshi S; Obara Wataru,Cancer science,2024,10.1111/cas.16025,PMC10859621,Yes,Yes,PMID_38083992.pdf
22316048,Progranulin (GP88) tumor tissue expression is associated with increased risk of recurrence in breast cancer patients diagnosed with estrogen receptor positive invasive ductal carcinoma.,Serrero Ginette; Hawkins Douglas M; Yue Binbin; Ioffe Olga; Bejarano Pablo; Phillips Jeffrey T; Head Jonathan F; Elliott Robert L; Tkaczuk Katherine R; Godwin Andrew K; Weaver Joellen; Kim Wes E,Breast cancer research : BCR,2012,10.1186/bcr3111,PMC3496144,Yes,Yes,PMID_22316048.pdf
33066760,Quantitative dynamic contrast-enhanced MR imaging can be used to predict the pathologic stages of oral tongue squamous cell carcinoma.,Guo Na; Zeng Weike; Deng Hong; Hu Huijun; Cheng Ziliang; Yang Zehong; Jiang Shuqi; Duan Xiaohui; Shen Jun,BMC medical imaging,2020,10.1186/s12880-020-00516-w,PMC7566024,Yes,Yes,PMID_33066760.pdf
39555374,Prognostic Effectiveness of PD-L1 Tumoral Expression in Oral Cavity Squamous Cell Carcinoma.,Singh Ambesh; Nagarkar Nitin M; Chowhan Amit Kumar; Mehta Rupa; Arora Ripu Daman; Rao Karthik N; Dange Prajwal S,Indian journal of surgical oncology,2024,10.1007/s13193-024-01984-0,PMC11564476,Yes,Yes,PMID_39555374.pdf
38398159,Procalcitonin for Early Detection of Pharyngocutaneous Fistula after Total Laryngectomy: A Pilot Study.,Mesolella Massimo; Allosso Salvatore; Petruzzi Gerardo; Evangelista Antonietta; Motta Giovanni; Motta Gaetano,Cancers,2024,10.3390/cancers16040768,PMC10886710,Yes,Yes,PMID_38398159.pdf
36552335,Mesothelin Gene Variants Affect Soluble Mesothelin-Related Protein Levels in the Plasma of Asbestos-Exposed Males and Mesothelioma Patients from Germany.,Rihs Hans-Peter; Casjens Swaantje; Raiko Irina; Kollmeier Jens; Lehnert Martin; Nöfer Kerstin; May-Taube Kerstin; Kaiser Nina; Taeger Dirk; Behrens Thomas; Brüning Thomas; Johnen Georg; MoMar Study Group,Biology,2022,10.3390/biology11121826,PMC9776112,Yes,Yes,PMID_36552335.pdf
29191584,Circulating tumor cells as a predictive biomarker in patients with small cell lung cancer undergoing chemotherapy.,Aggarwal Charu; Wang Xingmei; Ranganathan Anjana; Torigian Drew; Troxel Andrea; Evans Tracey; Cohen Roger B; Vaidya Bhavesh; Rao Chandra; Connelly Mark; Vachani Anil; Langer Corey; Albelda Steven,"Lung cancer (Amsterdam, Netherlands)",2017,10.1016/j.lungcan.2017.08.008,,No,No,
29848712,Gallstone Patients with Enhanced Oxidative Stress Biomarker Superoxide Dismutase (SOD1) Plasma Levels Have Significantly Lower Number of Postoperative Analgesic Oxycodone Doses: A Prospective Study with Special Reference to Cancer Patients.,Kärkkäinen Jari; Saimanen Iina; Selander Tuomas; Aspinen Samuli; Harju Jukka; Juvonen Petri; Eskelinen Matti,Anticancer research,2018,10.21873/anticanres.12630,,No,Yes,PMID_29848712.pdf
30651017,The prognostic and predictive significance of serum thiols and disulfide levels in advanced non-small cell lung cancer.,Karatas Fatih; Acat Murat; Sahin Suleyman; Inci Fatih; Karatas Gulsah; Neselioglu Salim; Haskul Ismail; Erel Ozcan,The aging male : the official journal of the International Society for the Study of the Aging Male,2020,10.1080/13685538.2018.1559805,,No,No,
21422457,A prospective study on the role of CXCL13 in Lyme neuroborreliosis.,Schmidt C; Plate A; Angele B; Pfister H-W; Wick M; Koedel U; Rupprecht T A,Neurology,2011,10.1212/WNL.0b013e318211c39a,,No,No,
28218011,Asymmetric dimethylarginine in the assessment of febrile neutropenia in hematological patients.,Lappalainen Marika; Hämäläinen Sari; Juutilainen Auni; Koivula Irma; Pulkki Kari; Jantunen Esa,Scandinavian journal of clinical and laboratory investigation,2017,10.1080/00365513.2017.1286518,,No,No,
39778509,Association of stromal tumor-infiltrating lymphocytes with clinicopathological parameters in endometrial cancer.,Ahuja Sana; Dubey Ashi; Zaheer Sufian,Korean journal of clinical oncology,2024,10.14216/kjco.24010,PMC11717582,Yes,Yes,PMID_39778509.pdf
35868002,11 C-Acetate PET/CT Detects Reactive Astrogliosis Helping Glioma Classification.,Kim Dongwoo; Chun Joong Hyun; Yi Ju Hyeon; Ko Hae Young; Chung Jee-In; Lee Misu; Park Yongmin Mason; Nam Min-Ho; Kim Jisu; Kim Seon Yoo; Park Youngjoo; Moon Ju Hyung; Kang Seok-Gu; Chang Jong Hee; Lee C Justin; Kim Se Hoon; Yun Mijin,Clinical nuclear medicine,2022,10.1097/RLU.0000000000004341,,No,No,
26614642,Squamous cell carcinoma antigen-IgM is associated with hepatocellular carcinoma in patients with cirrhosis: A prospective study.,Biasiolo Alessandra; Trotta Elisa; Fasolato Silvano; Ruvoletto Mariagrazia; Martini Andrea; Gallotta Andrea; Fassina Giorgio; Angeli Paolo; Gatta Angelo; Pontisso Patrizia,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2016,10.1016/j.dld.2015.10.022,,No,No,
28168196,Preoperative Gamma-Glutamyltransferase Is Associated with Cancer-Specific Survival and Recurrence-Free Survival of Nonmetastatic Renal Cell Carcinoma with Venous Tumor Thrombus.,Luo Cheng; Xu Ben; Fan Yu; Yu Wei; Zhang Qian; Jin Jie,BioMed research international,2017,10.1155/2017/3142926,PMC5266806,Yes,Yes,PMID_28168196.pdf
31777606,Identification of Cancer-Specific Methylation of Gene Combination for the Diagnosis of Bladder Cancer.,Zhang Ning; Chen Siteng; Wu Lingfeng; Wu Yishuo; Jiang Guangliang; Shao Jialiang; Chen Lixin; Sun Jishan; Na Rong; Wang Xiang; Xu Jianfeng,Journal of Cancer,2019,10.7150/jca.28192,PMC6856882,Yes,Yes,PMID_31777606.pdf
38398148,Interleukin-6 as a Predictive Factor of Pathological Response to FLOT Regimen Systemic Treatment in Locally Advanced Gastroesophageal Junction or Gastric Cancer Patients.,Marcisz-Grzanka Katarzyna; Kotowicz Beata; Nowak Aleksandra; Winiarek Mariola; Fuksiewicz Malgorzata; Kowalska Maria; Tysarowski Andrzej; Olesinski Tomasz; Palucki Jakub; Sulkowska Urszula; Kolasinska-Cwikla Agnieszka; Wyrwicz Lucjan Stanislaw,Cancers,2024,10.3390/cancers16040757,PMC10887209,Yes,Yes,PMID_38398148.pdf
33617469,53BP1 expression as a biomarker to differentiate thyroid follicular tumors.,Sato Ayako; Matsuda Katsuya; Motoyama Takahiro; Mussazhanova Zhanna; Otsubo Ryota; Kondo Hisayoshi; Akazawa Yuko; Higuchi Miyoko; Suzuki Ayana; Hirokawa Mitsuyoshi; Miyauchi Akira; Nagayasu Takeshi; Nakashima Masahiro,Endocrine connections,2021,10.1530/EC-20-0630,PMC8052578,Yes,Yes,PMID_33617469.pdf
39429952,D-dimer as a Predictive Biomarker of Response to Chemotherapy in Patients With Metastatic Breast Cancer.,Alkhoder Lubana; Salamoon Maher; Saifo Maher; Alwassouf Sulaf,Biomarker insights,2024,10.1177/11772719241290704,PMC11489913,Yes,Yes,PMID_39429952.pdf
